sex,length (mm),diameter (mm),height (mm),whole_weight (g),shucked_weight (g),viscera_weight (g),shell_weight (g),rings
F,125.0,98.0,35.0,221.5,89.7,43.3,71.9,8
F,126.0,99.0,40.0,285.1,131.8,67.2,76.0,11
F,126.0,99.0,29.0,229.4,109.1,53.2,57.7,9
M,126.0,96.0,33.0,257.2,120.8,54.2,70.0,8
F,127.0,99.0,36.0,319.2,123.4,63.4,74.0,11
F,127.0,99.0,39.0,259.4,111.2,59.7,74.0,11
M,129.0,98.0,32.0,250.2,107.1,66.9,63.3,9
M,129.0,100.0,35.0,302.1,134.7,75.1,75.5,12
F,130.0,100.0,37.0,288.3,148.2,59.1,68.2,9
M,134.0,104.0,38.0,327.7,162.3,73.8,78.2,9
F,138.0,109.0,41.0,386.6,157.1,85.8,99.6,13
M,138.0,108.0,37.0,342.0,154.5,77.1,86.5,8
F,139.0,110.0,31.0,369.9,153.4,88.4,83.5,10
M,139.0,105.0,35.0,348.4,139.2,77.8,101.0,12
F,140.0,115.0,41.0,359.5,145.9,78.7,103.3,13
F,141.0,112.0,41.0,476.2,198.3,100.1,124.8,10
M,153.0,117.0,36.0,479.6,225.6,102.4,106.7,12
M,154.0,120.0,43.0,438.9,210.3,96.4,116.8,10
I,44.0,32.0,10.0,9.8,4.3,2.0,3.0,4
I,55.0,41.0,14.0,21.1,99.0,3.8,6.3,5
I,58.0,42.0,12.0,20.9,8.3,4.4,7.0,5
I,66.0,48.0,15.0,32.6,14.9,6.6,9.6,6
I,71.0,57.0,19.0,45.5,19.1,9.5,14.3,6
I,75.0,58.0,20.0,43.8,18.5,7.6,15.0,6
I,83.0,63.0,20.0,72.9,35.3,15.9,19.0,8
I,85.0,66.0,23.0,65.3,26.3,15.4,20.6,6
I,85.0,68.0,20.0,70.3,32.5,16.4,18.8,7
I,86.0,64.0,20.0,69.3,32.7,16.0,18.0,7
I,88.0,68.0,20.0,81.4,41.8,14.7,20.6,7
I,88.0,67.0,23.0,84.3,34.6,15.3,22.6,7
I,92.0,69.0,22.0,75.1,30.5,11.6,25.0,7
I,92.0,74.0,24.0,106.7,52.9,21.6,26.9,6
I,93.0,71.0,21.0,88.4,41.7,19.5,23.7,7
I,95.0,73.0,20.0,26.3,40.5,17.5,24.6,7
I,95.0,75.0,23.0,104.1,46.6,23.8,29.1,7
I,97.0,75.0,26.0,110.7,53.2,22.4,31.4,8
I,98.0,75.0,25.0,108.9,55.8,23.0,26.0,8
M,98.0,76.0,22.0,110.8,58.7,20.1,30.0,8
I,99.0,76.0,24.0,102.4,46.6,24.1,27.2,7
I,100.0,78.0,25.0,116.6,58.8,26.4,32.1,8
M,100.0,76.0,24.0,115.3,54.6,27.0,29.0,9
M,101.0,80.0,27.0,144.6,75.4,29.8,35.6,7
I,102.0,79.0,31.0,107.9,49.3,21.7,33.4,8
I,102.0,77.0,30.0,125.0,61.9,23.8,34.5,8
I,103.0,80.0,25.0,118.5,53.0,23.5,33.6,9
I,104.0,79.0,27.0,126.6,59.7,25.9,35.0,9
F,109.0,86.0,28.0,166.4,87.1,34.0,40.2,9
M,109.0,84.0,29.0,155.6,74.9,30.9,41.0,7
M,109.0,84.0,24.0,157.3,80.6,37.0,34.0,7
F,109.0,80.0,28.0,155.6,73.6,43.0,36.0,9
I,110.0,84.0,26.0,127.2,58.8,28.8,35.1,8
F,110.0,88.0,27.0,168.7,86.8,39.9,37.0,8
I,111.0,85.0,26.0,129.6,56.7,26.6,42.1,8
M,113.0,86.0,26.0,156.8,69.9,37.7,42.6,9
F,114.0,90.0,36.0,181.6,80.3,43.4,51.0,9
M,114.0,90.0,27.0,204.0,109.2,40.8,50.0,9
F,114.0,86.0,32.0,162.2,77.5,31.8,45.7,9
F,115.0,96.0,30.0,179.4,84.7,38.1,49.6,8
M,116.0,91.0,26.0,170.4,82.0,34.5,45.0,8
F,117.0,90.0,30.0,187.6,93.4,40.6,45.0,7
F,117.0,87.0,28.0,139.1,61.7,25.8,44.9,8
M,118.0,94.0,30.0,172.2,82.6,32.8,49.8,8
M,118.0,92.0,28.0,200.8,99.2,43.3,52.0,9
F,118.0,92.0,32.0,202.3,89.0,52.3,51.3,8
F,119.0,93.0,30.0,220.1,108.3,33.2,53.0,8
M,119.0,94.0,33.0,221.6,98.3,46.5,66.9,9
M,119.0,92.0,28.0,170.4,84.3,45.1,45.4,9
M,120.0,98.0,42.0,397.5,201.0,83.8,98.2,10
F,121.0,96.0,30.0,215.8,90.1,56.7,58.6,10
F,123.0,95.0,34.0,211.0,108.6,49.2,46.9,9
M,123.0,90.0,30.0,239.6,141.4,41.9,50.1,7
F,123.0,94.0,31.0,216.8,117.7,41.8,49.2,9
M,123.0,95.0,35.0,220.6,92.7,61.9,54.5,10
M,124.0,98.0,31.0,220.0,101.0,49.5,62.0,9
M,124.0,96.0,30.0,220.3,99.3,48.6,61.0,10
M,125.0,99.0,37.0,276.7,142.1,60.1,69.0,11
F,125.0,98.0,31.0,223.0,96.8,55.4,61.9,9
M,125.0,96.0,29.0,217.0,92.9,48.9,65.4,10
M,126.0,101.0,30.0,263.3,126.5,49.3,74.0,11
M,126.0,102.0,35.0,268.3,131.5,52.4,75.0,10
M,126.0,93.0,30.0,205.4,107.4,37.6,35.2,8
M,129.0,103.0,32.0,236.9,101.2,62.2,67.0,9
M,129.0,96.0,30.0,238.4,121.1,51.9,57.0,9
F,129.0,104.0,36.0,257.0,115.5,70.4,63.4,9
M,130.0,103.0,25.0,236.1,104.7,56.6,65.5,9
M,130.0,104.0,35.0,253.1,123.0,55.5,67.2,9
F,130.0,107.0,35.0,257.9,121.9,55.3,68.8,10
M,130.0,102.0,31.0,281.4,144.3,59.6,67.0,9
F,130.0,98.0,31.0,224.4,109.0,45.6,61.1,9
M,132.0,103.0,33.0,289.3,138.8,59.6,75.1,10
F,133.0,101.0,33.0,269.8,119.7,63.5,72.0,9
M,134.0,100.0,40.0,253.8,115.2,59.7,70.2,11
M,134.0,102.0,36.0,336.0,185.2,59.5,78.7,13
F,135.0,110.0,38.0,310.2,142.1,73.7,82.4,13
M,136.0,104.0,33.0,295.5,144.8,55.8,81.2,11
M,136.0,106.0,36.0,305.8,152.7,62.3,80.5,11
M,140.0,105.0,35.0,351.7,174.9,72.3,94.0,10
M,140.0,110.0,40.0,304.6,138.6,61.2,88.1,13
F,145.0,106.0,38.0,346.3,166.0,79.6,81.0,11
M,145.0,110.0,40.0,302.0,174.7,85.3,101.7,9
M,147.0,114.0,35.0,376.0,181.9,77.4,97.6,11
F,148.0,115.0,44.0,402.4,178.3,105.3,94.2,12
M,150.0,111.0,43.0,440.2,212.3,104.7,105.7,11
I,38.0,28.0,6.0,6.3,2.5,1.0,2.1,3
I,42.0,30.0,9.0,8.0,2.7,1.6,2.1,4
I,50.0,35.0,12.0,12.7,5.5,1.6,4.0,4
I,58.0,43.0,13.0,19.7,8.5,4.2,6.2,5
I,67.0,50.0,16.0,33.4,13.5,6.5,11.5,6
I,68.0,49.0,17.0,40.3,20.1,7.6,10.6,6
I,69.0,51.0,19.0,36.6,15.0,7.7,12.0,6
I,71.0,51.0,16.0,37.4,15.6,10.1,11.6,7
I,72.0,52.0,16.0,35.9,14.8,6.3,12.0,5
I,74.0,55.0,18.0,41.3,19.2,7.9,11.6,7
I,75.0,58.0,28.0,60.0,28.0,12.5,16.5,8
I,75.0,55.0,19.0,45.9,19.0,10.9,13.2,7
I,77.0,60.0,25.0,68.6,34.1,14.7,16.2,7
I,77.0,57.0,17.0,48.8,24.3,8.9,13.6,8
I,79.0,64.0,20.0,61.5,29.8,10.7,18.0,8
I,80.0,61.0,20.0,68.3,35.2,12.5,17.3,7
I,81.0,61.0,20.0,54.2,19.3,12.2,18.2,7
I,81.0,62.0,22.0,182.0,83.2,41.5,19.9,8
I,81.0,61.0,20.0,53.6,22.9,10.6,17.0,7
I,81.0,60.0,18.0,57.7,27.6,12.7,15.3,6
I,82.0,63.0,20.0,60.0,24.8,11.5,20.0,8
I,82.0,65.0,22.0,65.2,26.5,15.0,20.2,8
I,83.0,67.0,20.0,71.6,33.8,13.4,21.0,7
I,84.0,65.0,23.0,62.8,25.9,12.7,20.0,8
I,84.0,63.0,22.0,80.5,37.1,16.6,20.3,8
I,86.0,68.0,22.0,72.9,31.8,17.1,21.0,7
I,89.0,72.0,22.0,84.7,36.4,15.3,28.0,9
M,90.0,65.0,23.0,86.1,44.7,15.7,23.1,8
I,90.0,67.0,19.0,70.1,32.3,12.5,23.7,7
I,91.0,68.0,23.0,97.2,52.2,13.1,26.3,8
I,92.0,70.0,20.0,94.2,50.4,15.4,24.6,8
I,92.0,69.0,21.0,83.0,37.4,17.4,22.0,8
I,95.0,71.0,23.0,103.9,55.8,17.6,26.5,7
M,96.0,75.0,24.0,117.9,50.7,25.6,34.4,11
I,97.0,76.0,25.0,104.3,44.3,23.6,32.0,8
I,97.0,73.0,28.0,89.5,37.9,18.5,46.1,8
I,98.0,73.0,25.0,111.7,50.4,25.2,32.3,10
I,101.0,77.0,25.0,119.2,49.0,19.4,42.0,9
I,101.0,76.0,27.0,107.7,52.9,19.0,33.0,9
I,102.0,77.0,29.0,153.3,79.7,28.0,36.1,8
F,103.0,79.0,27.0,103.2,40.3,26.4,32.4,9
M,103.0,82.0,28.0,147.1,61.3,27.4,40.0,7
I,103.0,78.0,22.0,106.2,48.3,19.6,32.3,8
I,105.0,77.0,26.0,121.4,47.1,25.0,39.0,8
F,105.0,83.0,30.0,141.1,65.8,29.4,39.8,10
I,105.0,80.0,26.0,128.9,69.0,25.7,40.0,8
I,105.0,75.0,24.0,126.3,60.9,22.8,38.0,9
M,107.0,86.0,31.0,156.9,65.7,33.8,49.0,10
F,109.0,88.0,30.0,189.5,73.2,47.8,55.0,8
I,110.0,86.0,29.0,142.4,60.5,30.4,45.0,10
I,110.0,85.0,29.0,178.0,86.5,34.2,47.2,10
I,110.0,84.0,31.0,182.4,99.0,36.1,41.0,9
I,110.0,85.0,27.0,131.2,51.4,34.0,40.6,10
I,110.0,93.0,30.0,187.2,96.2,34.8,48.7,9
I,111.0,87.0,29.0,139.5,52.4,31.5,48.0,11
F,111.0,89.0,35.0,229.3,110.2,48.8,55.7,8
I,112.0,88.0,28.0,165.0,80.4,27.8,49.0,10
I,112.0,87.0,27.0,144.0,65.8,20.6,50.2,11
I,113.0,86.0,30.0,164.3,66.4,33.7,58.0,11
F,114.0,89.0,31.0,203.4,105.3,40.5,53.0,10
F,115.0,87.0,31.0,179.5,82.3,46.5,46.0,9
M,116.0,88.0,35.0,245.1,108.1,54.1,65.3,10
F,116.0,93.0,29.0,197.3,94.0,43.1,50.0,11
F,116.0,85.0,30.0,168.8,72.9,37.0,54.1,9
I,117.0,92.0,29.0,169.3,67.8,33.4,59.0,10
M,117.0,93.0,33.0,177.0,80.5,32.5,54.8,10
I,117.0,84.0,29.0,134.7,57.9,26.9,44.0,9
F,117.0,91.0,26.0,175.1,82.2,41.3,45.0,8
M,118.0,94.0,29.0,184.7,90.9,34.6,50.8,9
M,118.0,95.0,28.0,195.4,92.5,40.5,55.0,10
M,119.0,95.0,28.0,206.1,98.5,43.4,55.6,10
M,120.0,96.0,18.0,210.0,91.4,53.7,56.0,8
M,120.0,99.0,37.0,222.9,101.1,52.7,73.4,11
M,120.0,90.0,29.0,175.4,86.5,31.0,48.0,9
M,120.0,102.0,37.0,257.0,121.9,54.9,63.0,9
M,122.0,96.0,37.0,261.3,137.9,58.3,58.0,10
F,122.0,90.0,26.0,174.5,77.8,34.3,54.4,11
F,123.0,92.0,30.0,205.3,98.7,40.2,54.9,10
F,124.0,93.0,28.0,232.1,120.1,43.9,61.4,9
F,124.0,96.0,33.0,202.5,106.5,87.3,64.8,10
M,125.0,100.0,28.0,219.2,108.9,43.3,59.0,10
M,125.0,98.0,33.0,241.0,103.5,62.1,69.3,10
M,126.0,101.0,35.0,244.2,111.0,50.4,68.0,12
F,126.0,95.0,31.0,200.1,90.4,50.4,53.0,10
M,126.0,94.0,30.0,227.1,107.8,46.5,62.3,12
M,126.0,105.0,39.0,262.7,98.7,51.3,93.0,10
M,128.0,101.0,31.0,239.1,111.3,42.2,69.2,11
M,128.0,97.0,30.0,219.6,103.9,44.4,63.5,10
M,128.0,99.0,34.0,227.8,107.9,56.4,57.0,10
F,128.0,99.0,34.0,245.3,98.0,75.4,57.5,11
M,128.0,103.0,16.0,208.4,103.0,35.1,35.0,10
M,130.0,104.0,31.0,273.6,123.7,57.6,73.0,9
M,130.0,102.0,35.0,289.2,129.7,54.1,90.0,12
F,132.0,101.0,38.0,280.9,125.1,67.5,74.9,9
F,132.0,105.0,40.0,292.6,130.5,59.9,84.4,11
F,135.0,105.0,34.0,342.2,167.3,70.4,95.0,9
M,140.0,108.0,41.0,348.0,157.7,74.6,97.3,13
F,141.0,108.0,41.0,351.4,165.3,83.4,92.2,9
M,142.0,113.0,40.0,320.2,141.2,64.2,90.0,11
M,144.0,110.0,41.0,433.0,221.1,105.0,80.8,10
M,145.0,114.0,38.0,466.1,250.6,108.2,104.0,9
I,48.0,34.0,10.0,10.9,4.1,3.2,3.1,5
I,51.0,39.0,11.0,14.5,5.7,3.4,4.2,4
I,55.0,40.0,11.0,18.5,7.6,4.2,5.2,4
I,64.0,47.0,18.0,36.6,19.6,6.7,8.4,7
I,65.0,48.0,15.0,30.5,14.4,12.9,8.6,6
I,66.0,45.0,15.0,37.4,18.9,7.9,8.5,7
I,72.0,54.0,18.0,46.4,24.0,8.7,11.2,8
I,75.0,53.0,19.0,39.2,17.0,8.4,11.7,5
I,75.0,57.0,18.0,50.9,23.8,11.9,13.5,6
I,78.0,58.0,18.0,52.5,23.4,10.8,15.4,7
I,90.0,67.0,21.0,72.4,31.5,15.9,21.9,7
I,91.0,70.0,21.0,88.9,42.6,21.4,22.3,7
I,92.0,73.0,23.0,102.2,47.3,23.6,24.6,7
I,99.0,75.0,24.0,117.8,61.5,24.3,28.1,8
M,100.0,73.0,26.0,118.9,61.8,21.7,30.7,9
I,100.0,75.0,24.0,105.8,44.7,24.6,32.0,8
M,104.0,80.0,21.0,174.4,90.3,32.3,39.7,9
I,104.0,79.0,29.0,154.0,84.8,28.4,37.9,7
F,105.0,86.0,27.0,168.7,86.5,36.0,36.3,9
M,107.0,81.0,28.0,163.6,80.4,34.3,37.8,7
F,108.0,84.0,28.0,160.7,76.0,36.1,42.0,9
F,108.0,83.0,30.0,162.3,77.5,37.5,40.7,9
F,114.0,85.0,26.0,156.4,73.9,34.9,39.3,8
M,114.0,84.0,28.0,174.9,83.2,33.0,50.0,8
M,116.0,89.0,32.0,196.8,98.0,40.2,54.0,9
F,116.0,89.0,27.0,190.0,96.8,36.4,46.5,8
M,118.0,94.0,31.0,234.7,124.9,46.6,51.9,9
F,118.0,91.0,30.0,195.2,93.0,41.1,55.3,10
M,118.0,97.0,31.0,215.7,90.7,48.7,62.0,9
M,119.0,87.0,32.0,211.4,85.1,44.8,62.0,9
M,120.0,95.0,35.0,222.0,102.1,51.2,57.0,9
M,120.0,90.0,32.0,228.4,107.8,45.0,61.4,10
M,121.0,95.0,38.0,225.1,118.0,49.4,52.0,10
F,124.0,96.0,34.0,220.9,107.0,50.0,57.4,10
M,125.0,95.0,35.0,268.1,131.2,56.6,67.4,10
M,125.0,100.0,26.0,216.4,115.7,40.9,50.0,8
F,125.0,97.0,32.0,250.8,118.2,51.8,69.7,9
M,126.0,98.0,33.0,240.1,115.0,54.6,58.8,10
M,126.0,97.0,32.0,248.6,124.6,55.0,60.0,10
F,127.0,102.0,37.0,257.2,105.2,59.0,82.1,12
F,129.0,98.0,32.0,233.3,98.7,63.1,59.8,9
F,129.0,98.0,32.0,228.8,100.3,57.8,63.8,8
F,130.0,105.0,38.0,277.0,177.5,61.9,81.0,11
F,131.0,103.0,31.0,261.8,104.8,69.2,77.0,11
F,131.0,103.0,34.0,305.4,169.7,52.7,66.2,11
M,133.0,103.0,38.0,327.7,166.2,71.5,74.2,11
M,139.0,108.0,39.0,338.2,153.6,72.6,95.1,11
F,144.0,113.0,36.0,343.8,169.3,81.4,77.5,11
F,144.0,110.0,36.0,304.0,127.4,65.0,87.0,10
F,144.0,113.0,34.0,322.6,144.6,65.1,98.9,12
M,147.0,114.0,42.0,447.1,234.1,92.6,106.3,10
M,148.0,119.0,38.0,464.7,229.9,102.3,101.0,11
I,62.0,46.0,14.0,24.9,10.1,5.3,7.6,6
I,63.0,47.0,15.0,25.7,10.2,5.6,8.1,4
I,64.0,41.0,16.0,36.2,17.6,6.8,9.9,5
I,65.0,50.0,15.0,31.7,15.0,6.1,9.1,6
I,67.0,52.0,18.0,39.3,17.5,8.2,11.2,7
I,74.0,56.0,17.0,39.6,16.1,9.1,11.6,5
I,74.0,54.0,18.0,37.1,14.0,8.5,13.0,7
I,75.0,56.0,17.0,42.9,17.1,9.7,14.4,7
I,80.0,63.0,18.0,64.9,30.2,14.6,17.6,8
I,82.0,61.0,19.0,52.5,20.0,10.3,18.0,6
I,85.0,68.0,20.0,74.2,30.0,17.3,23.0,8
I,87.0,67.0,19.0,59.6,21.8,11.6,23.0,7
I,89.0,62.0,18.0,67.2,31.1,18.0,17.1,7
I,92.0,72.0,28.0,89.4,32.2,17.4,32.0,9
F,93.0,70.0,22.0,81.7,33.0,20.4,26.2,8
I,94.0,77.0,26.0,117.4,52.8,23.4,34.8,8
I,95.0,75.0,22.0,98.8,42.2,21.8,30.9,8
I,99.0,75.0,24.0,122.8,57.1,27.3,32.2,8
I,100.0,78.0,26.0,101.5,42.3,20.8,35.1,9
I,100.0,74.0,24.0,108.9,49.8,21.3,30.4,8
I,101.0,85.0,25.0,122.3,49.0,27.5,40.0,9
I,101.0,80.0,25.0,112.1,45.1,28.7,34.0,8
M,101.0,73.0,23.0,104.2,50.0,19.2,30.0,8
I,102.0,80.0,29.0,115.5,46.2,28.6,35.4,9
I,102.0,80.0,25.0,118.7,47.8,26.0,40.8,8
I,104.0,80.0,22.0,119.4,58.7,23.1,32.0,8
M,104.0,93.0,30.0,190.1,91.2,39.8,51.0,8
I,106.0,76.0,25.0,123.2,58.4,22.6,37.0,8
M,106.0,81.0,30.0,166.3,70.4,37.4,50.5,10
F,107.0,89.0,25.0,174.5,83.4,39.8,48.0,8
I,108.0,85.0,26.0,163.1,73.5,27.3,49.2,11
I,108.0,83.0,22.0,123.8,55.1,30.0,35.3,10
I,109.0,86.0,26.0,151.9,71.6,30.6,41.1,8
I,109.0,86.0,30.0,148.4,70.5,31.6,41.6,10
I,110.0,87.0,33.0,160.8,68.0,38.8,48.8,8
I,110.0,85.0,26.0,132.8,53.9,32.6,42.0,8
F,110.0,87.0,28.0,149.0,69.4,34.8,45.3,9
I,112.0,86.0,26.0,145.6,67.1,28.7,43.5,8
I,112.0,87.0,26.0,155.4,70.8,34.6,44.4,9
F,115.0,85.0,30.0,175.3,91.0,36.0,45.6,8
I,115.0,91.0,32.0,197.9,99.0,39.0,49.2,9
M,115.0,90.0,33.0,193.1,99.6,38.0,46.0,8
M,116.0,93.0,30.0,181.3,74.2,39.3,58.0,8
M,116.0,92.0,30.0,209.8,104.1,38.7,61.0,10
F,116.0,90.0,34.0,194.1,92.3,46.4,49.6,9
F,116.0,90.0,30.0,184.0,78.6,42.4,57.9,9
M,116.0,89.0,30.0,190.5,86.3,38.9,57.4,11
F,116.0,88.0,25.0,157.1,72.6,39.1,39.0,11
I,117.0,90.0,27.0,171.0,75.9,37.4,52.0,9
M,118.0,100.0,30.0,228.4,97.0,53.0,69.0,9
I,118.0,92.0,25.0,151.0,66.8,30.0,47.6,9
I,118.0,95.0,29.0,194.9,93.5,41.4,51.8,10
M,119.0,94.0,31.0,240.3,98.4,77.3,53.0,10
M,119.0,92.0,34.0,225.9,114.0,51.1,53.0,10
I,120.0,89.0,27.0,184.1,89.0,40.7,50.6,9
F,120.0,96.0,34.0,211.2,91.5,48.7,62.7,10
M,120.0,90.0,39.0,268.0,123.4,65.1,72.1,10
F,120.0,90.0,30.0,192.5,87.5,44.5,55.5,9
M,120.0,93.0,33.0,209.5,93.0,46.9,63.0,11
F,121.0,99.0,34.0,218.3,87.3,54.3,67.0,13
M,121.0,98.0,36.0,233.4,91.4,58.0,74.9,9
I,121.0,96.0,31.0,199.9,85.0,39.7,60.0,10
I,122.0,85.0,31.0,209.7,101.4,39.1,54.8,11
F,122.0,94.0,39.0,254.7,93.8,66.3,79.6,12
M,122.0,96.0,28.0,212.5,103.2,45.0,58.3,11
I,122.0,98.0,32.0,230.9,117.3,47.7,58.3,11
F,123.0,95.0,35.0,238.8,111.8,51.8,63.3,11
F,123.0,103.0,27.0,224.3,109.0,46.1,58.0,9
M,123.0,91.0,30.0,186.7,76.4,49.4,52.3,10
F,123.0,99.0,33.0,239.6,108.3,57.3,63.7,10
F,124.0,95.0,30.0,190.9,91.0,37.3,55.4,9
M,124.0,95.0,39.0,271.7,118.7,67.3,74.9,10
M,125.0,99.0,35.0,241.5,106.2,56.2,70.5,11
M,125.0,103.0,33.0,243.4,133.4,41.3,62.3,10
F,125.0,100.0,32.0,243.4,114.5,41.4,71.0,11
F,125.0,98.0,29.0,184.0,87.4,34.7,56.0,10
M,125.0,98.0,24.0,175.3,91.2,36.0,46.6,10
F,126.0,96.0,33.0,252.3,110.1,55.4,77.7,10
M,126.0,106.0,36.0,255.9,123.6,51.2,63.0,9
F,126.0,97.0,37.0,233.4,109.6,49.7,68.0,10
M,126.0,102.0,34.0,237.7,98.3,61.3,69.6,7
F,127.0,97.0,38.0,275.3,126.8,57.7,81.2,11
M,127.0,104.0,35.0,258.4,120.0,53.8,73.4,11
M,127.0,97.0,36.0,235.9,95.7,55.5,71.0,10
F,127.0,100.0,38.0,258.0,118.6,60.9,70.4,8
M,127.0,103.0,32.0,241.5,107.7,56.4,69.0,11
M,128.0,101.0,36.0,259.4,118.0,62.5,72.6,11
M,128.0,115.0,35.0,291.7,125.0,53.2,87.9,11
F,129.0,97.0,30.0,230.2,118.7,46.3,58.6,12
F,129.0,104.0,34.0,239.4,105.2,58.5,63.4,11
M,129.0,99.0,38.0,307.8,122.3,81.6,89.0,12
M,130.0,104.0,39.0,335.2,138.6,88.0,94.0,15
F,130.0,113.0,40.0,332.9,150.6,73.4,86.0,12
F,131.0,100.0,41.0,305.6,124.3,74.5,90.7,11
F,131.0,103.0,40.0,298.8,145.1,61.8,81.0,12
F,132.0,105.0,32.0,255.4,99.5,63.8,78.8,13
F,132.0,105.0,36.0,319.3,155.3,79.4,72.1,10
F,133.0,102.0,35.0,276.1,135.0,59.7,65.0,10
I,134.0,97.0,35.0,251.3,107.1,64.4,77.2,9
F,134.0,105.0,38.0,305.4,115.1,70.6,88.0,12
M,134.0,105.0,34.0,280.1,143.0,60.5,77.4,9
M,134.0,105.0,39.0,288.1,131.9,53.5,85.0,9
M,134.0,108.0,35.0,296.4,147.8,58.5,73.0,10
M,136.0,103.0,32.0,246.9,123.6,52.5,65.0,11
F,136.0,101.0,34.0,268.7,131.4,59.4,71.0,12
M,137.0,101.0,38.0,306.6,133.4,81.1,82.0,10
M,138.0,103.0,36.0,368.9,196.3,93.1,68.2,13
M,143.0,110.0,35.0,365.0,187.6,76.1,88.0,11
M,144.0,116.0,38.0,417.7,199.1,95.6,106.1,13
M,147.0,118.0,41.0,417.4,181.8,94.8,125.0,12
M,149.0,115.0,40.0,376.8,190.8,67.2,99.0,12
I,64.0,43.0,19.0,61.0,28.0,13.4,17.7,6
I,86.0,69.0,23.0,85.9,42.4,21.6,21.8,8
I,86.0,66.0,20.0,89.8,50.8,16.5,19.4,6
M,97.0,73.0,31.0,205.8,84.7,45.7,62.6,8
M,98.0,71.0,31.0,196.2,93.0,40.3,50.1,8
I,100.0,74.0,23.0,114.9,61.2,22.4,28.2,7
F,101.0,76.0,26.0,138.6,78.2,23.9,30.3,8
F,102.0,74.0,42.0,236.6,101.6,58.4,68.6,9
F,105.0,82.0,27.0,158.1,81.3,39.6,35.4,8
F,107.0,80.0,30.0,244.8,123.6,55.0,57.5,10
I,107.0,80.0,27.0,155.0,73.6,41.6,41.1,8
M,107.0,81.0,35.0,254.1,109.6,65.3,67.4,13
M,111.0,81.0,38.0,281.2,122.3,68.4,77.8,10
M,111.0,85.0,30.0,174.6,92.5,36.9,39.3,9
M,112.0,85.0,27.0,188.3,101.8,40.3,39.5,9
F,118.0,88.0,28.0,201.4,95.5,42.1,58.5,9
M,119.0,97.0,30.0,216.7,106.1,46.2,55.2,8
I,119.0,86.0,33.0,196.9,90.5,41.4,54.5,8
F,119.0,86.0,42.0,304.9,130.6,79.2,82.0,11
M,122.0,95.0,35.0,204.8,81.8,52.2,64.4,9
M,122.0,97.0,34.0,256.2,119.4,60.7,66.0,9
F,124.0,100.0,34.0,229.6,109.5,44.0,66.3,10
F,125.0,98.0,22.0,227.2,105.3,38.3,58.5,9
F,127.0,102.0,34.0,244.7,106.4,54.2,70.8,9
F,127.0,105.0,36.0,273.9,126.8,63.6,72.6,11
M,128.0,97.0,32.0,201.2,91.2,44.9,56.7,9
M,128.0,99.0,33.0,261.4,135.6,58.4,53.2,11
M,129.0,101.0,37.0,292.6,118.4,78.1,83.2,10
F,131.0,101.0,35.0,258.1,124.1,59.3,65.2,10
F,134.0,103.0,34.0,285.3,132.1,67.9,74.0,11
M,136.0,108.0,42.0,357.7,166.9,81.6,87.4,13
M,140.0,109.0,37.0,322.7,150.0,80.7,73.7,11
M,146.0,117.0,45.0,446.1,247.9,84.4,112.6,14
F,150.0,123.0,41.0,452.7,164.2,84.6,145.2,12
I,51.0,37.0,13.0,14.8,6.1,3.3,4.0,4
I,75.0,52.0,16.0,41.5,18.0,8.3,14.0,6
I,75.0,57.0,18.0,47.4,21.2,7.9,16.0,8
I,78.0,60.0,20.0,53.3,22.1,11.8,16.8,7
I,78.0,56.0,18.0,43.0,16.9,6.8,15.8,8
I,79.0,60.0,18.0,50.6,23.1,10.0,15.0,6
I,84.0,64.0,22.0,61.8,23.0,12.9,18.9,6
I,87.0,67.0,21.0,70.7,31.2,10.0,22.7,7
I,87.0,65.0,21.0,67.0,27.2,13.0,23.0,8
I,88.0,64.0,21.0,77.5,35.1,14.8,24.0,9
I,90.0,66.0,23.0,73.0,28.0,16.5,24.9,8
I,90.0,68.0,25.0,80.9,34.2,14.0,26.9,8
I,91.0,71.0,21.0,74.4,27.6,15.3,27.0,9
I,92.0,74.0,22.0,79.3,29.7,17.1,29.1,8
I,94.0,75.0,25.0,104.5,45.3,20.8,32.4,8
I,95.0,75.0,22.0,91.2,36.4,19.8,32.0,9
I,99.0,66.0,20.0,88.0,35.4,19.0,30.0,7
I,99.0,75.0,23.0,101.4,48.2,20.6,30.0,8
I,100.0,76.0,27.0,105.7,45.2,24.6,41.8,8
I,103.0,77.0,25.0,114.4,47.4,28.7,33.0,7
I,104.0,82.0,28.0,132.5,55.5,31.1,39.2,11
I,104.0,79.0,23.0,128.9,63.1,24.9,37.2,11
I,105.0,80.0,22.0,125.5,60.3,25.2,36.0,8
I,107.0,84.0,29.0,137.7,54.6,30.3,47.4,9
M,107.0,82.0,24.0,136.7,62.5,33.1,31.8,8
M,108.0,84.0,38.0,137.1,58.6,32.6,76.0,10
I,110.0,81.0,30.0,135.1,60.3,29.3,42.0,10
I,110.0,89.0,29.0,156.6,60.9,31.4,53.0,11
M,112.0,90.0,29.0,178.8,77.7,41.9,52.8,9
I,113.0,88.0,27.0,153.6,66.1,27.7,49.5,9
M,114.0,90.0,29.0,190.0,80.1,44.7,56.9,10
F,114.0,94.0,28.0,174.2,77.0,42.2,46.3,10
M,115.0,94.0,30.0,195.7,90.1,39.2,55.2,9
I,115.0,86.0,26.0,148.5,57.9,40.1,44.0,8
